ticker,name,sector,industry,volatility,market_cap,tags
TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment,0.3108725913287419,13405773824,"Communication Services, Entertainment"
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,0.2935321682876441,28053041152,"Consumer Cyclical, Specialty Retail"
TT,Trane Technologies plc,Industrials,Building Products & Equipment,0.28967261961948565,96078381056,"Industrials, Building Products & Equipment"
TDG,Transdigm Group Incorporated,Industrials,Aerospace & Defense,0.2796393493116563,80880623616,"Industrials, Aerospace & Defense"
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,0.2601206299273824,62202253312,"Financial Services, Insurance - Property & Casualty"
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,0.34701165127926337,17104303104,"Technology, Scientific & Technical Instruments"
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,0.3131824232806997,54214955008,"Financial Services, Banks - Regional"
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,0.26113211018265964,24756770816,"Technology, Software - Application"
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,0.2303385192462138,19966914560,"Consumer Defensive, Farm Products"
USB,U.S. Bancorp,Financial Services,Banks - Regional,0.2977381132359835,69784166400,"Financial Services, Banks - Regional"
UBER,"Uber Technologies, Inc.",Technology,Software - Application,0.43722597698946697,193349582848,"Technology, Software - Application"
UDR,"UDR, Inc.",Real Estate,REIT - Residential,0.2232585713282651,15920540672,"Real Estate, REIT - Residential"
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,0.38814216423282105,18514702336,"Consumer Cyclical, Specialty Retail"
UNP,Union Pacific Corporation,Industrials,Railroads,0.23956684409242326,137120735232,"Industrials, Railroads"
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,0.5611722479705178,25677371392,"Industrials, Airlines"
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,0.3208027076295797,83998900224,"Industrials, Integrated Freight & Logistics"
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,0.3911517861260119,47057973248,"Industrials, Rental & Leasing Services"
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,0.4428129950375044,286556454912,"Healthcare, Healthcare Plans"
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,0.3455649831673868,12683159552,"Healthcare, Medical Care Facilities"
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,0.37597296150896325,42072965120,"Energy, Oil & Gas Refining & Marketing"
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,0.22793791762964957,29555503104,"Real Estate, REIT - Healthcare Facilities"
VLTO,Veralto Corp,Industrials,Pollution & Treatment Controls,0.2204546455901335,25328914432,"Industrials, Pollution & Treatment Controls"
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,0.2207090114992807,26525810688,"Technology, Software - Infrastructure"
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,0.2129915705007373,43972534272,"Industrials, Consulting Services"
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,0.22699757385905436,186822049792,"Communication Services, Telecom Services"
VRTX,Vertex Pharmaceuticals Incorpor,Healthcare,Biotechnology,0.28675130697590495,113160167424,"Healthcare, Biotechnology"
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,0.35743054692266396,10281437184,"Healthcare, Drug Manufacturers - Specialty & Generic"
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,0.198203996706953,33973229568,"Real Estate, REIT - Diversified"
V,Visa Inc.,Financial Services,Credit Services,0.2195974990009571,704774995968,"Financial Services, Credit Services"
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,0.7533610577994632,53383712768,"Utilities, Utilities - Independent Power Producers"
VMC,Vulcan Materials Company (Holdi,Basic Materials,Building Materials,0.2719018389451511,36462026752,"Basic Materials, Building Materials"
WRB,W.R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,0.24148747156325578,28004059136,"Financial Services, Insurance - Property & Casualty"
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,0.2321107074232938,52862816256,"Industrials, Industrial Distribution"
WAB,Westinghouse Air Brake Technolo,Industrials,Railroads,0.2805702597440538,35450462208,"Industrials, Railroads"
WBA,"Walgreens Boots Alliance, Inc.",Healthcare,Pharmaceutical Retailers,0.630310405282492,9728302080,"Healthcare, Pharmaceutical Retailers"
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,0.24088702754765998,785047355392,"Consumer Defensive, Discount Stores"
DIS,Walt Disney Company (The),Communication Services,Entertainment,0.30476380657957386,202534518784,"Communication Services, Entertainment"
WBD,"Warner Bros. Discovery, Inc. - ",Communication Services,Entertainment,0.5715167190301743,22390333440,"Communication Services, Entertainment"
WM,"Waste Management, Inc.",Industrials,Waste Management,0.20465573753710484,93338533888,"Industrials, Waste Management"
WAT,Waters Corporation,Healthcare,Diagnostics & Research,0.3818579770324113,21335797760,"Healthcare, Diagnostics & Research"
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,0.17740885659232497,34230315008,"Utilities, Utilities - Regulated Electric"
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,0.3392868923927058,247512924160,"Financial Services, Banks - Diversified"
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,0.21352867495419317,98517868544,"Real Estate, REIT - Healthcare Facilities"
WST,"West Pharmaceutical Services, I",Healthcare,Medical Instruments & Supplies,0.5501307960181405,15606257664,"Healthcare, Medical Instruments & Supplies"
WDC,Western Digital Corporation,Technology,Computer Hardware,0.48953275936589813,17695092736,"Technology, Computer Hardware"
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,0.26516192824810875,19219734528,"Real Estate, REIT - Specialty"
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,0.553810310108259,21525147648,"Consumer Cyclical, Specialty Retail"
WMB,"Williams Companies, Inc. (The)",Energy,Oil & Gas Midstream,0.26510254885122986,71477927936,"Energy, Oil & Gas Midstream"
WTW,Willis Towers Watson Public Lim,Financial Services,Insurance Brokers,0.20318217998356913,31125106688,"Financial Services, Insurance Brokers"
WDAY,"Workday, Inc.",Technology,Software - Application,0.37186115617967536,73102827520,"Technology, Software - Application"
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,0.4017281150718871,10094689280,"Consumer Cyclical, Resorts & Casinos"
XEL,Xcel Energy Inc.,Utilities,Utilities - Regulated Electric,0.20648238689953696,41647915008,"Utilities, Utilities - Regulated Electric"
XYL,Xylem Inc.,Industrials,Specialty Industrial Machinery,0.25789054683406837,31148929024,"Industrials, Specialty Industrial Machinery"
YUM,"Yum! Brands, Inc.",Consumer Cyclical,Restaurants,0.22117958113714656,41597460480,"Consumer Cyclical, Restaurants"
ZBRA,Zebra Technologies Corporation,Technology,Communication Equipment,0.4020151009103635,15145427968,"Technology, Communication Equipment"
ZBH,"Zimmer Biomet Holdings, Inc.",Healthcare,Medical Devices,0.2637846271851455,18947901440,"Healthcare, Medical Devices"
ZTS,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,0.25794368720580757,72987402240,"Healthcare, Drug Manufacturers - Specialty & Generic"
