ticker,name,sector,industry,volatility,market_cap,tags
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,0.2874198834245729,93075677184,"Healthcare, Medical Care Facilities"
DOC,"Healthpeak Properties, Inc.",Real Estate,REIT - Healthcare Facilities,0.22856896852383599,12310650880,"Real Estate, REIT - Healthcare Facilities"
HSIC,"Henry Schein, Inc.",Healthcare,Medical Distribution,0.28550964842425214,8744364032,"Healthcare, Medical Distribution"
HSY,The Hershey Company,Consumer Defensive,Confectioners,0.26954161978691876,31717656576,"Consumer Defensive, Confectioners"
HES,Hess Corporation,Energy,Oil & Gas E&P,0.28932015279949846,41068093440,"Energy, Oil & Gas E&P"
HPE,Hewlett Packard Enterprise Comp,Technology,Communication Equipment,0.48090724619788855,22935105536,"Technology, Communication Equipment"
HLT,Hilton Worldwide Holdings Inc.,Consumer Cyclical,Lodging,0.2550749000518908,60958167040,"Consumer Cyclical, Lodging"
HOLX,"Hologic, Inc.",Healthcare,Medical Instruments & Supplies,0.2407492305418787,12575142912,"Healthcare, Medical Instruments & Supplies"
HD,"Home Depot, Inc. (The)",Consumer Cyclical,Home Improvement Retail,0.23055066064191077,377076416512,"Consumer Cyclical, Home Improvement Retail"
HON,Honeywell International Inc.,Industrials,Conglomerates,0.24616733164797858,144694231040,"Industrials, Conglomerates"
HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,0.2368075342375262,16563381248,"Consumer Defensive, Packaged Foods"
HST,"Host Hotels & Resorts, Inc.",Real Estate,REIT - Hotel & Motel,0.29575399280235776,10841987072,"Real Estate, REIT - Hotel & Motel"
HWM,Howmet Aerospace Inc.,Industrials,Aerospace & Defense,0.3878603114599536,67106766848,"Industrials, Aerospace & Defense"
HPQ,HP Inc.,Technology,Computer Hardware,0.398956438513623,27432656896,"Technology, Computer Hardware"
HUBB,Hubbell Inc,Industrials,Electrical Equipment & Parts,0.3485501075108403,20856410112,"Industrials, Electrical Equipment & Parts"
HUM,Humana Inc.,Healthcare,Healthcare Plans,0.4315235765233951,29852207104,"Healthcare, Healthcare Plans"
HBAN,Huntington Bancshares Incorpora,Financial Services,Banks - Regional,0.33048296649196,23483779072,"Financial Services, Banks - Regional"
HII,"Huntington Ingalls Industries, ",Industrials,Aerospace & Defense,0.4431685863702139,8999487488,"Industrials, Aerospace & Defense"
IBM,International Business Machines,Technology,Information Technology Services,0.27871598723590424,249459458048,"Technology, Information Technology Services"
IEX,IDEX Corporation,Industrials,Specialty Industrial Machinery,0.2747469611932196,14348185600,"Industrials, Specialty Industrial Machinery"
IDXX,"IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,0.3196694400231459,41954496512,"Healthcare, Diagnostics & Research"
ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,0.22185406652730488,73843163136,"Industrials, Specialty Industrial Machinery"
INCY,Incyte Corporation,Healthcare,Biotechnology,0.34140263511499297,12351702016,"Healthcare, Biotechnology"
IR,Ingersoll Rand Inc.,Industrials,Specialty Industrial Machinery,0.3237628472218894,33709334528,"Industrials, Specialty Industrial Machinery"
PODD,Insulet Corporation,Healthcare,Medical Devices,0.4067497567782335,22930956288,"Healthcare, Medical Devices"
INTC,Intel Corporation,Technology,Semiconductors,0.6323879042934747,93259554816,"Technology, Semiconductors"
ICE,Intercontinental Exchange Inc.,Financial Services,Financial Data & Stock Exchanges,0.18668313144794238,101388394496,"Financial Services, Financial Data & Stock Exchanges"
IFF,International Flavors & Fragran,Basic Materials,Specialty Chemicals,0.27109017515348277,19782797312,"Basic Materials, Specialty Chemicals"
IP,International Paper Company,Consumer Cyclical,Packaging & Containers,0.35681401106011224,26652461056,"Consumer Cyclical, Packaging & Containers"
IPG,"Interpublic Group of Companies,",Communication Services,Advertising Agencies,0.27679675391887903,9413452800,"Communication Services, Advertising Agencies"
INTU,Intuit Inc.,Technology,Software - Application,0.335937669612227,187546943488,"Technology, Software - Application"
ISRG,"Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,0.34022319027845555,201298296832,"Healthcare, Medical Instruments & Supplies"
IVZ,Invesco Ltd,Financial Services,Asset Management,0.3778886466609608,6861033472,"Financial Services, Asset Management"
INVH,Invitation Homes Inc.,Real Estate,REIT - Residential,0.22587382541646991,21085446144,"Real Estate, REIT - Residential"
IQV,"IQVIA Holdings, Inc.",Healthcare,Diagnostics & Research,0.3370635172194197,24832419840,"Healthcare, Diagnostics & Research"
IRM,Iron Mountain Incorporated (Del,Real Estate,REIT - Specialty,0.33129660204210865,29817145344,"Real Estate, REIT - Specialty"
JBHT,"J.B. Hunt Transport Services, I",Industrials,Integrated Freight & Logistics,0.33585368448805697,14506218496,"Industrials, Integrated Freight & Logistics"
JBL,Jabil Inc.,Technology,Electronic Components,0.40678405801645506,17973848064,"Technology, Electronic Components"
JKHY,"Jack Henry & Associates, Inc.",Technology,Information Technology Services,0.21692067786193037,13419259904,"Technology, Information Technology Services"
J,Jacobs Solutions Inc.,Industrials,Engineering & Construction,0.24502188248535353,15482101760,"Industrials, Engineering & Construction"
JNJ,Johnson & Johnson,Healthcare,Drug Manufacturers - General,0.19206368690022352,366901624832,"Healthcare, Drug Manufacturers - General"
JCI,Johnson Controls International ,Industrials,Building Products & Equipment,0.319725393118736,64396476416,"Industrials, Building Products & Equipment"
JPM,JP Morgan Chase & Co.,Financial Services,Banks - Diversified,0.2851125214957939,736125321216,"Financial Services, Banks - Diversified"
JNPR,"Juniper Networks, Inc.",Technology,Communication Equipment,0.14563552326523826,12081258496,"Technology, Communication Equipment"
K,Kellanova,Consumer Defensive,Packaged Foods,0.2110905661838026,28587773952,"Consumer Defensive, Packaged Foods"
KVUE,Kenvue Inc.,Consumer Defensive,Household & Personal Products,0.277608079333891,46077841408,"Consumer Defensive, Household & Personal Products"
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,Beverages - Non-Alcoholic,0.19124102928755587,45947568128,"Consumer Defensive, Beverages - Non-Alcoholic"
KEY,KeyCorp,Financial Services,Banks - Regional,0.3771690524990913,18072049664,"Financial Services, Banks - Regional"
KEYS,Keysight Technologies Inc.,Technology,Scientific & Technical Instruments,0.3770836607087119,28128448512,"Technology, Scientific & Technical Instruments"
KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,0.19728899574951747,46716370944,"Consumer Defensive, Household & Personal Products"
KIM,Kimco Realty Corporation (HC),Real Estate,REIT - Retail,0.2392266527456509,14659667968,"Real Estate, REIT - Retail"
KMI,"Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,0.25568055060827977,62237556736,"Energy, Oil & Gas Midstream"
KKR,KKR & Co. Inc.,Financial Services,Asset Management,0.46604859124014436,116104601600,"Financial Services, Asset Management"
KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,0.49504045898379917,104074993664,"Technology, Semiconductor Equipment & Materials"
KHC,The Kraft Heinz Company,Consumer Defensive,Packaged Foods,0.22701266887379265,32997093376,"Consumer Defensive, Packaged Foods"
KR,Kroger Company (The),Consumer Defensive,Grocery Stores,0.23799769069263238,45917220864,"Consumer Defensive, Grocery Stores"
LHX,"L3Harris Technologies, Inc.",Industrials,Aerospace & Defense,0.21956398099254087,43178917888,"Industrials, Aerospace & Defense"
LH,Labcorp Holdings Inc.,Healthcare,Diagnostics & Research,0.24369263049703455,20908259328,"Healthcare, Diagnostics & Research"
LRCX,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,0.5249790886355209,107215839232,"Technology, Semiconductor Equipment & Materials"
LW,"Lamb Weston Holdings, Inc.",Consumer Defensive,Packaged Foods,0.49606960953540613,7556761600,"Consumer Defensive, Packaged Foods"
LVS,Las Vegas Sands Corp.,Consumer Cyclical,Resorts & Casinos,0.3669157741549144,29897431040,"Consumer Cyclical, Resorts & Casinos"
LDOS,"Leidos Holdings, Inc.",Technology,Information Technology Services,0.3010289961674892,20534542336,"Technology, Information Technology Services"
LEN,Lennar Corporation,Consumer Cyclical,Residential Construction,0.3233606822683123,29220476928,"Consumer Cyclical, Residential Construction"
LII,"Lennox International, Inc.",Industrials,Building Products & Equipment,0.33743778627335114,21449496576,"Industrials, Building Products & Equipment"
LLY,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,0.384866383265764,677889441792,"Healthcare, Drug Manufacturers - General"
LIN,Linde plc,Basic Materials,Specialty Chemicals,0.18479378920306075,216688377856,"Basic Materials, Specialty Chemicals"
LYV,"Live Nation Entertainment, Inc.",Communication Services,Entertainment,0.30493073042252505,34371788800,"Communication Services, Entertainment"
LKQ,LKQ Corporation,Consumer Cyclical,Auto Parts,0.3028110944424976,10924823552,"Consumer Cyclical, Auto Parts"
LMT,Lockheed Martin Corporation,Industrials,Aerospace & Defense,0.23563531206898178,110836064256,"Industrials, Aerospace & Defense"
L,Loews Corporation,Financial Services,Insurance - Property & Casualty,0.21531720847070654,18751105024,"Financial Services, Insurance - Property & Casualty"
LOW,"Lowe's Companies, Inc.",Consumer Cyclical,Home Improvement Retail,0.2477310708744923,131211870208,"Consumer Cyclical, Home Improvement Retail"
LULU,lululemon athletica inc.,Consumer Cyclical,Apparel Retail,0.4453603498508155,38894497792,"Consumer Cyclical, Apparel Retail"
LYB,LyondellBasell Industries NV,Basic Materials,Specialty Chemicals,0.3127471941646113,19020451840,"Basic Materials, Specialty Chemicals"
MTB,M&T Bank Corporation,Financial Services,Banks - Regional,0.298573529292149,30071066624,"Financial Services, Banks - Regional"
MPC,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,0.36062695475154416,49851621376,"Energy, Oil & Gas Refining & Marketing"
MKTX,"MarketAxess Holdings, Inc.",Financial Services,Capital Markets,0.2955484439291103,8228622848,"Financial Services, Capital Markets"
MAR,Marriott International,Consumer Cyclical,Lodging,0.2850090123903819,74825646080,"Consumer Cyclical, Lodging"
MMC,"Marsh & McLennan Companies, Inc",Financial Services,Insurance Brokers,0.1771563912082274,114234056704,"Financial Services, Insurance Brokers"
MLM,"Martin Marietta Materials, Inc.",Basic Materials,Building Materials,0.25863051614196175,34253561856,"Basic Materials, Building Materials"
MAS,Masco Corporation,Industrials,Building Products & Equipment,0.3046817407222696,14076160000,"Industrials, Building Products & Equipment"
MA,Mastercard Incorporated,Financial Services,Credit Services,0.21158523376799712,532508344320,"Financial Services, Credit Services"
MTCH,"Match Group, Inc.",Communication Services,Internet Content & Information,0.40770318245335985,7339584000,"Communication Services, Internet Content & Information"
MKC,"McCormick & Company, Incorporat",Consumer Defensive,Packaged Foods,0.22117699002022614,19940390912,"Consumer Defensive, Packaged Foods"
MCD,McDonald's Corporation,Consumer Cyclical,Restaurants,0.2027522170328943,229690064896,"Consumer Cyclical, Restaurants"
MCK,McKesson Corporation,Healthcare,Medical Distribution,0.27917884964168654,90800005120,"Healthcare, Medical Distribution"
MDT,Medtronic plc.,Healthcare,Medical Devices,0.21728395952362314,111542509568,"Healthcare, Medical Devices"
MRK,"Merck & Company, Inc.",Healthcare,Drug Manufacturers - General,0.27826142898793527,193926856704,"Healthcare, Drug Manufacturers - General"
META,"Meta Platforms, Inc.",Communication Services,Internet Content & Information,0.37148237570216996,1610252419072,"Communication Services, Internet Content & Information"
MET,"MetLife, Inc.",Financial Services,Insurance - Life,0.2944083799345775,54287867904,"Financial Services, Insurance - Life"
MTD,"Mettler-Toledo International, I",Healthcare,Diagnostics & Research,0.3367820865356622,24089341952,"Healthcare, Diagnostics & Research"
MGM,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,0.4379264191276893,9163255808,"Consumer Cyclical, Resorts & Casinos"
MCHP,Microchip Technology Incorporat,Technology,Semiconductors,0.5952553440505656,32575696896,"Technology, Semiconductors"
MU,"Micron Technology, Inc.",Technology,Semiconductors,0.640090172532466,110248288256,"Technology, Semiconductors"
MSFT,Microsoft Corporation,Technology,Software - Infrastructure,0.2576243060649718,3410569723904,"Technology, Software - Infrastructure"
MAA,Mid-America Apartment Communiti,Real Estate,REIT - Residential,0.21330204947332257,19379836928,"Real Estate, REIT - Residential"
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,0.6949166894933507,10206121984,"Healthcare, Biotechnology"
MHK,"Mohawk Industries, Inc.",Consumer Cyclical,"Furnishings, Fixtures & Appliances",0.4245090451179283,6725156352,"Consumer Cyclical, Furnishings, Fixtures & Appliances"
MOH,Molina Healthcare Inc,Healthcare,Healthcare Plans,0.45426505259396077,17633970176,"Healthcare, Healthcare Plans"
TAP,Molson Coors Beverage Company,Consumer Defensive,Beverages - Brewers,0.2579304290258369,11451126784,"Consumer Defensive, Beverages - Brewers"
MDLZ,"Mondelez International, Inc.",Consumer Defensive,Confectioners,0.21128571636856974,85095571456,"Consumer Defensive, Confectioners"
MPWR,"Monolithic Power Systems, Inc.",Technology,Semiconductors,0.6662376200056392,33630433280,"Technology, Semiconductors"
MNST,Monster Beverage Corporation,Consumer Defensive,Beverages - Non-Alcoholic,0.25542055164458094,61342973952,"Consumer Defensive, Beverages - Non-Alcoholic"
MCO,Moody's Corporation,Financial Services,Financial Data & Stock Exchanges,0.2642347814876368,88547491840,"Financial Services, Financial Data & Stock Exchanges"
MS,Morgan Stanley,Financial Services,Capital Markets,0.3423971044269667,209909219328,"Financial Services, Capital Markets"
MOS,Mosaic Company (The),Basic Materials,Agricultural Inputs,0.37507902892418754,11214115840,"Basic Materials, Agricultural Inputs"
MSI,"Motorola Solutions, Inc.",Technology,Communication Equipment,0.22490624312344445,70987710464,"Technology, Communication Equipment"
MSCI,MSCI Inc.,Financial Services,Financial Data & Stock Exchanges,0.2505566286324282,44306792448,"Financial Services, Financial Data & Stock Exchanges"
NDAQ,"Nasdaq, Inc.",Financial Services,Financial Data & Stock Exchanges,0.23977436713912148,47055036416,"Financial Services, Financial Data & Stock Exchanges"
NTAP,"NetApp, Inc.",Technology,Computer Hardware,0.378028133491101,20953456640,"Technology, Computer Hardware"
NFLX,"Netflix, Inc.",Communication Services,Entertainment,0.32572430391773244,507127431168,"Communication Services, Entertainment"
NEM,Newmont Corporation,Basic Materials,Gold,0.37136560898237064,56685088768,"Basic Materials, Gold"
NWSA,News Corporation,Communication Services,Entertainment,0.23571293048504482,16904482816,"Communication Services, Entertainment"
NWS,News Corporation,Communication Services,Entertainment,0.24010033776184392,16795857920,"Communication Services, Entertainment"
NEE,"NextEra Energy, Inc.",Utilities,Utilities - Regulated Electric,0.2870147162250217,152050417664,"Utilities, Utilities - Regulated Electric"
NKE,"Nike, Inc.",Consumer Cyclical,Footwear & Accessories,0.40764723049556345,91629461504,"Consumer Cyclical, Footwear & Accessories"
NI,NiSource Inc,Utilities,Utilities - Regulated Gas,0.1941087686479025,18790463488,"Utilities, Utilities - Regulated Gas"
NDSN,Nordson Corporation,Industrials,Specialty Industrial Machinery,0.29609595544470735,11635597312,"Industrials, Specialty Industrial Machinery"
NSC,Norfolk Southern Corporation,Industrials,Railroads,0.2964324043585118,54956486656,"Industrials, Railroads"
NTRS,Northern Trust Corporation,Financial Services,Asset Management,0.2857114232510559,21008267264,"Financial Services, Asset Management"
NOC,Northrop Grumman Corporation,Industrials,Aerospace & Defense,0.2572195446664108,67807358976,"Industrials, Aerospace & Defense"
NCLH,Norwegian Cruise Line Holdings ,Consumer Cyclical,Travel Services,0.5256788338085682,8449120256,"Consumer Cyclical, Travel Services"
NRG,"NRG Energy, Inc.",Utilities,Utilities - Independent Power Producers,0.5521119976611092,31524032512,"Utilities, Utilities - Independent Power Producers"
NUE,Nucor Corporation,Basic Materials,Steel,0.3940407822529892,26725580800,"Basic Materials, Steel"
NVDA,NVIDIA Corporation,Technology,Semiconductors,0.6005572666382776,3306227236864,"Technology, Semiconductors"
NVR,"NVR, Inc.",Consumer Cyclical,Residential Construction,0.2598896853864184,21383489536,"Consumer Cyclical, Residential Construction"
NXPI,NXP Semiconductors N.V.,Technology,Semiconductors,0.4774154978253162,53143035904,"Technology, Semiconductors"
OXY,Occidental Petroleum Corporatio,Energy,Oil & Gas E&P,0.33724955765860937,41638666240,"Energy, Oil & Gas E&P"
ODFL,"Old Dominion Freight Line, Inc.",Industrials,Trucking,0.3908620952582763,36265480192,"Industrials, Trucking"
OMC,Omnicom Group Inc.,Communication Services,Advertising Agencies,0.28135293109936327,15071384576,"Communication Services, Advertising Agencies"
ON,ON Semiconductor Corporation,Technology,Semiconductors,0.5843903900215563,18320078848,"Technology, Semiconductors"
OKE,"ONEOK, Inc.",Energy,Oil & Gas Midstream,0.311965345254242,52925071360,"Energy, Oil & Gas Midstream"
ORCL,Oracle Corporation,Technology,Software - Infrastructure,0.4270889813671825,447667273728,"Technology, Software - Infrastructure"
OTIS,Otis Worldwide Corporation,Industrials,Specialty Industrial Machinery,0.22374690337859568,38891470848,"Industrials, Specialty Industrial Machinery"
PCAR,PACCAR Inc.,Industrials,Farm & Heavy Construction Machinery,0.30617313942405083,50926272512,"Industrials, Farm & Heavy Construction Machinery"
PKG,Packaging Corporation of Americ,Consumer Cyclical,Packaging & Containers,0.2501572994893077,17495711744,"Consumer Cyclical, Packaging & Containers"
PLTR,Palantir Technologies Inc.,Technology,Software - Infrastructure,0.724401145022774,298127425536,"Technology, Software - Infrastructure"
PANW,"Palo Alto Networks, Inc.",Technology,Software - Infrastructure,0.3623244531301623,128646029312,"Technology, Software - Infrastructure"
PARA,Paramount Global,Communication Services,Entertainment,0.34437581693555375,8385403904,"Communication Services, Entertainment"
PH,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,0.3496614590663241,86797041664,"Industrials, Specialty Industrial Machinery"
PAYX,"Paychex, Inc.",Technology,Software - Application,0.22866732662375905,56978616320,"Technology, Software - Application"
PAYC,"Paycom Software, Inc.",Technology,Software - Application,0.4187783152249556,14560628736,"Technology, Software - Application"
PYPL,"PayPal Holdings, Inc.",Financial Services,Credit Services,0.3754450441287768,70333587456,"Financial Services, Credit Services"
PNR,Pentair plc.,Industrials,Specialty Industrial Machinery,0.31305573390049596,16587613184,"Industrials, Specialty Industrial Machinery"
PEP,"Pepsico, Inc.",Consumer Defensive,Beverages - Non-Alcoholic,0.19775271124327826,180694614016,"Consumer Defensive, Beverages - Non-Alcoholic"
PFE,"Pfizer, Inc.",Healthcare,Drug Manufacturers - General,0.24535749999913042,130763505664,"Healthcare, Drug Manufacturers - General"
PCG,Pacific Gas & Electric Co.,Utilities,Utilities - Regulated Electric,0.2631154754643355,38986846208,"Utilities, Utilities - Regulated Electric"
PM,Philip Morris International Inc,Consumer Defensive,Tobacco,0.25093074187626113,269542555648,"Consumer Defensive, Tobacco"
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,0.3513996143336419,49780649984,"Energy, Oil & Gas Refining & Marketing"
PNW,Pinnacle West Capital Corporati,Utilities,Utilities - Regulated Electric,0.18371461912199358,11042020352,"Utilities, Utilities - Regulated Electric"
PNC,"PNC Financial Services Group, I",Financial Services,Banks - Regional,0.2736567270009221,70664093696,"Financial Services, Banks - Regional"
POOL,Pool Corporation,Industrials,Industrial Distribution,0.3305332803243361,12122572800,"Industrials, Industrial Distribution"
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,0.2745317561875722,25934163968,"Basic Materials, Specialty Chemicals"
PPL,PPL Corporation,Utilities,Utilities - Regulated Electric,0.18166989916942947,25889026048,"Utilities, Utilities - Regulated Electric"
PFG,Principal Financial Group Inc,Financial Services,Asset Management,0.2897986034202117,18226728960,"Financial Services, Asset Management"
PG,Procter & Gamble Company (The),Consumer Defensive,Household & Personal Products,0.19296519432698434,386309849088,"Consumer Defensive, Household & Personal Products"
PGR,Progressive Corporation (The),Financial Services,Insurance - Property & Casualty,0.24667095769298836,168973205504,"Financial Services, Insurance - Property & Casualty"
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,0.29329245669650017,102675013632,"Real Estate, REIT - Industrial"
PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,0.2893862866012936,38225678336,"Financial Services, Insurance - Life"
PEG,Public Service Enterprise Group,Utilities,Utilities - Regulated Electric,0.22573583586528104,39805071360,"Utilities, Utilities - Regulated Electric"
PTC,PTC Inc.,Technology,Software - Application,0.27327588485978804,20677834752,"Technology, Software - Application"
PSA,Public Storage,Real Estate,REIT - Industrial,0.23748994570778328,54288879616,"Real Estate, REIT - Industrial"
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,0.34235299155244664,20658012160,"Consumer Cyclical, Residential Construction"
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,0.42501736346966323,51085680640,"Industrials, Engineering & Construction"
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,0.43679065619689195,168762589184,"Technology, Semiconductors"
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,0.21962272741297253,19884425216,"Healthcare, Diagnostics & Research"
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,0.41071529586417743,17150066688,"Consumer Cyclical, Apparel Manufacturing"
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,0.29980986042431784,31031937024,"Financial Services, Asset Management"
RTX,RTX Corporation,Industrials,Aerospace & Defense,0.2627719030482371,183292329984,"Industrials, Aerospace & Defense"
O,Realty Income Corporation,Real Estate,REIT - Retail,0.1873859612230191,50798252032,"Real Estate, REIT - Retail"
REG,Regency Centers Corporation,Real Estate,REIT - Retail,0.19861033119608862,13523233792,"Real Estate, REIT - Retail"
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,0.3212427186141567,64405438464,"Healthcare, Biotechnology"
RF,Regions Financial Corporation,Financial Services,Banks - Regional,0.30792566031286556,20261881856,"Financial Services, Banks - Regional"
RSG,"Republic Services, Inc.",Industrials,Waste Management,0.1817027533768462,78239866880,"Industrials, Waste Management"
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,0.3383113111708914,37147955200,"Healthcare, Medical Instruments & Supplies"
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,0.3422629585073104,11115141120,"Healthcare, Diagnostics & Research"
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,0.36868126491485914,34739073024,"Industrials, Specialty Industrial Machinery"
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,0.22249275043774983,27833221120,"Consumer Cyclical, Personal Services"
ROP,"Roper Technologies, Inc.",Technology,Software - Application,0.21522210956611668,62409228288,"Technology, Software - Application"
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,0.2512464291853815,50725928960,"Consumer Cyclical, Apparel Retail"
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,0.4447619815956979,68984389632,"Consumer Cyclical, Travel Services"
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,0.22066462210986085,160787775488,"Financial Services, Financial Data & Stock Exchanges"
CRM,"Salesforce, Inc.",Technology,Software - Application,0.3902742041394286,275973505024,"Technology, Software - Application"
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,0.27217633070274844,25304371200,"Real Estate, REIT - Specialty"
SLB,Schlumberger N.V.,Energy,Oil & Gas Equipment & Services,0.3565338510614477,47432208384,"Energy, Oil & Gas Equipment & Services"
STX,Seagate Technology Holdings PLC,Technology,Computer Hardware,0.4134670898550375,23140141056,"Technology, Computer Hardware"
SRE,DBA Sempra,Utilities,Utilities - Diversified,0.3060225777444865,51149692928,"Utilities, Utilities - Diversified"
NOW,"ServiceNow, Inc.",Technology,Software - Application,0.43826185136324347,212312817664,"Technology, Software - Application"
SHW,Sherwin-Williams Company (The),Basic Materials,Specialty Chemicals,0.2470446258360163,90717560832,"Basic Materials, Specialty Chemicals"
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,0.27508106918730485,62035599360,"Real Estate, REIT - Retail"
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,0.5184327686986983,11198689280,"Technology, Semiconductors"
SJM,The J.M. Smucker Company,Consumer Defensive,Packaged Foods,0.2468909680540288,12071945216,"Consumer Defensive, Packaged Foods"
SW,Smurfit WestRock plc,Consumer Cyclical,Packaging & Containers,0.41145283536077554,24216182784,"Consumer Cyclical, Packaging & Containers"
SNA,Snap-On Incorporated,Industrials,Tools & Accessories,0.25840298958666624,17356429312,"Industrials, Tools & Accessories"
SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,0.34192897853359167,13109193728,"Healthcare, Medical Instruments & Supplies"
SO,Southern Company (The),Utilities,Utilities - Regulated Electric,0.19039144398238872,98445000704,"Utilities, Utilities - Regulated Electric"
LUV,Southwest Airlines Company,Industrials,Airlines,0.40803830943012914,18571931648,"Industrials, Airlines"
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,0.4395621952916082,10925832192,"Industrials, Tools & Accessories"
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,0.41539807553203667,96150806528,"Consumer Cyclical, Restaurants"
STT,State Street Corporation,Financial Services,Asset Management,0.2800925478857562,28027688960,"Financial Services, Asset Management"
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,0.377481470652609,20198649856,"Basic Materials, Steel"
STE,STERIS plc (Ireland),Healthcare,Medical Devices,0.22666459744246903,24813240320,"Healthcare, Medical Devices"
SYK,Stryker Corporation,Healthcare,Medical Devices,0.22067198915324826,150836707328,"Healthcare, Medical Devices"
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,1.1436573077472316,26731479040,"Technology, Computer Hardware"
SYF,Synchrony Financial,Financial Services,Credit Services,0.44669300897918773,22858452992,"Financial Services, Credit Services"
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,0.40579110085057246,79785467904,"Technology, Software - Infrastructure"
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,0.21788671887070235,35386896384,"Consumer Defensive, Food Distribution"
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,0.26820706668567124,277333671936,"Communication Services, Telecom Services"
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,0.28909521951457184,21582155776,"Financial Services, Asset Management"
TTWO,"Take-Two Interactive Software, ",Communication Services,Electronic Gaming & Multimedia,0.30325193362505887,41558286336,"Communication Services, Electronic Gaming & Multimedia"
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,0.41734873316742993,17107426304,"Consumer Cyclical, Luxury Goods"
TRGP,"Targa Resources, Inc.",Energy,Oil & Gas Midstream,0.35359928800592266,35713515520,"Energy, Oil & Gas Midstream"
TGT,Target Corporation,Consumer Defensive,Discount Stores,0.40732896758811804,44522733568,"Consumer Defensive, Discount Stores"
TEL,TE Connectivity plc,Technology,Electronic Components,0.27704240981832673,48298610688,"Technology, Electronic Components"
TDY,Teledyne Technologies Incorpora,Technology,Scientific & Technical Instruments,0.23675384554772938,23290947584,"Technology, Scientific & Technical Instruments"
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,0.5358478916756847,13069417472,"Technology, Semiconductor Equipment & Materials"
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,0.7276178384383782,1101858209792,"Consumer Cyclical, Auto Manufacturers"
TXN,Texas Instruments Incorporated,Technology,Semiconductors,0.39026042324504334,171101618176,"Technology, Semiconductors"
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,0.5613547242552198,32642095104,"Energy, Oil & Gas E&P"
TXT,Textron Inc.,Industrials,Aerospace & Defense,0.28253061246912653,13796790272,"Industrials, Aerospace & Defense"
TMO,Thermo Fisher Scientific Inc,Healthcare,Diagnostics & Research,0.27033615889909873,156252323840,"Healthcare, Diagnostics & Research"
TJX,"TJX Companies, Inc. (The)",Consumer Cyclical,Apparel Retail,0.18908977115327125,150759636992,"Consumer Cyclical, Apparel Retail"
